375.786,370.355
420.352,188.912
468.951,186.455
458.396,205.149
366.009,201.734
522.531,203.51
497.193,199.438
415.231,235.235
552.462,211.238
277.723,215.101
255.042,213.042
320.933,220.26
499.696,223.761
455.402,226.245
232.014,226.821
170.964,225.337
584.83,248.005
534.758,247.584
345.822,240.614
376.5,228.5
478.807,252.204
372.017,242.399
285.919,252.303
319.596,244.722
210.125,245.826
181.776,247.767
248.688,255.549
385.492,264.126
337.853,273.846
152.345,268.292
191.647,275.283
504.519,275.838
552.799,291.32
222.045,285.114
247.982,278.866
308.385,281.354
367.792,284.641
300.645,310.719
166.56,293.589
249.432,305.022
340.462,300.9
198.614,308.465
172.065,322.813
223.217,321.826
259.488,341.807
196.442,336.322
307.037,365.003
166.11,347.76
195.467,362.5
239.66,391.09
241,358.5
445.06,379.513
527.885,506.095
626.571,383.247
207.29,389.17
301.478,399.89
300.948,464.216
250.45,422.733
267.938,424.719
264.816,452.259
226.789,440.752
242.151,439.764
599.5,436.5
472.317,447.452
491.425,444.594
602.988,444.783
520.694,452.773
587.515,453.318
236.233,465.277
491.5,455.5
260.255,489.17
318.547,553.422
346.887,518.689
305.181,525.397
572.03,527.642
618.5,547.5
385.413,571.725
386.784,618.947
