274.926,10.097
324,7.5
302.179,22.94
220.827,22.786
352.304,20.543
377.732,24.715
325.283,24.717
337.145,30.995
244.998,36.949
262.978,31.562
133.86,30.293
407.352,32.013
278.723,33.26
324.516,36.578
109.15,34.65
176.046,41.199
131.815,42.101
354.918,44.757
86.789,47.926
26.054,46.03
262.817,63.536
310.208,45.833
427.792,50.482
389.773,68.754
290.837,54.515
200.842,61.528
310.8,52.433
226.653,63.207
333.662,73.21
140.998,73.095
444.27,75.902
65.054,66.922
174.637,65.5
36.598,68.768
290.758,83.239
103.605,76.567
240.646,85.417
192.809,95.067
7.242,89.864
46.559,96.214
359.213,96.828
423.67,97.056
69.795,102.67
81.831,108.071
103.205,99.955
223.102,105.661
163.424,102.087
403.706,116.521
140.998,125.478
21.815,114.185
104.485,126.063
195.431,121.862
53.66,129.642
176.978,141.065
26.93,143.913
73.17,142.151
84.472,144.077
114.505,162.89
51.041,157.356
154.955,156.318
156.65,165.35
171.575,166.896
21.347,168.556
181.481,174.287
50.103,182.925
157.65,188.975
81.84,189.263
110.669,205.587
344.629,205.569
433.207,222.45
300.109,201.152
319.628,210.38
325.738,202.333
379.828,202.5
367.201,210.888
401.229,207.902
464.937,206.646
481.5,204.293
141.782,206.444
176.11,209.26
62.562,210.344
358,212.25
383.905,215.786
156.84,220.862
305.858,218.858
83.495,230.587
478.129,224.093
375.574,220.648
356.783,230.198
393.136,228.299
332.173,227.864
142.087,236.993
311.499,246.328
375.459,239.82
462.853,243.712
157.424,243.712
123.048,245.714
105.3,243.5
338.405,249.681
395.714,244.667
385.912,249.059
415.231,252.744
359.673,253.929
143.339,252.052
403.2,251.9
442.565,254.917
375.64,254.756
476.677,260.367
130.7,256.5
393.548,260.429
81.733,261.733
119.259,276.081
429,257.5
98.45,261.3
426,260
153.441,278.219
457.871,265.714
346.5,266.167
328.202,268.237
429,264
305.847,271.008
375.589,273.967
418.217,271.292
400.674,273.767
442.833,274.25
90.917,286.184
472.807,288.223
410.41,290.159
441.007,297.541
175.4,297.517
138.406,306.398
112.958,300.917
107.019,308.278
117.623,310.089
164.838,309.655
417.843,322.082
464.27,312.945
87.399,313.12
161.458,319.094
124.267,318.5
181.787,322.777
99.929,331.038
143.181,327.056
462.448,346.288
126.595,352.695
400.649,338.236
202,339.542
160.092,346.628
427.034,348.639
181.528,348.847
216.476,358.056
406.279,354.485
382.417,362.885
398.274,362.435
165.031,384.787
408.109,365.696
441.87,373.151
253.334,374.391
418.145,381.336
363.756,373.659
201.007,380.801
321.248,384.591
230.508,381.816
344.115,377.247
470.412,380.581
280.168,381.745
380.146,390.379
401,382
353.3,388
215.958,389.56
436.872,399.118
238.833,391.333
281.625,396.341
242.833,392.833
360.083,397.361
302.97,403.223
403.767,405.889
201.796,402.316
221.762,400.381
228.912,408.049
341.877,408.669
218.064,410.115
245.83,411.16
277.405,430.558
371.425,425.729
186.76,410.88
204.735,413.127
200.538,423.866
313.916,419.562
225.036,426.843
416.971,419.069
243.265,423.99
404.016,425.93
334.92,436.328
312.402,435.631
241.648,439.874
312.819,446.33
307.16,449.44
