124.94,130.042
700.25,109.334
419.926,189.097
469,186.5
447.179,201.94
365.827,201.786
497.304,199.543
522.732,203.715
470.283,203.717
482.145,209.995
389.998,215.949
407.978,210.562
278.86,209.293
552.352,211.013
423.723,212.26
469.516,215.578
254.15,213.65
321.046,220.199
276.815,221.101
499.918,223.757
231.789,226.926
171.054,225.03
407.817,242.536
455.208,224.833
572.792,229.482
534.773,247.754
435.837,233.515
345.842,240.528
455.8,231.433
371.653,242.207
478.662,252.21
285.998,252.095
589.27,254.902
210.054,245.922
319.637,244.5
181.598,247.768
435.758,262.239
248.605,255.567
385.646,264.417
337.809,274.067
152.242,268.864
191.559,275.214
504.213,275.828
568.67,276.056
214.795,281.67
226.831,287.071
248.205,278.955
368.102,284.661
308.424,281.087
548.706,295.521
285.998,304.478
166.815,293.185
249.485,305.063
340.431,300.862
198.66,308.642
321.978,320.065
171.93,322.913
218.17,321.151
229.472,323.077
259.505,341.89
196.041,336.356
299.955,335.318
301.65,344.35
316.575,345.896
166.347,347.556
326.481,353.287
195.103,361.925
302.65,367.975
226.84,368.263
255.669,384.587
489.629,384.569
578.207,401.45
445.109,380.152
464.628,389.38
470.738,381.333
524.828,381.5
512.201,389.888
546.229,386.902
609.937,385.646
626.5,383.293
286.782,385.444
321.11,388.26
207.562,389.344
503,391.25
528.905,394.786
301.84,399.862
450.858,397.858
228.495,409.587
623.129,403.093
520.574,399.648
501.783,409.198
538.136,407.299
477.173,406.864
109.466,659.345
718.51,682.4
287.087,415.993
456.499,425.328
520.459,418.82
607.853,422.712
302.424,422.712
268.048,424.714
250.3,422.5
483.405,428.681
540.714,423.667
530.912,428.059
560.231,431.744
504.673,432.929
288.339,431.052
548.2,430.9
587.565,433.917
520.64,433.756
621.677,439.367
275.7,435.5
538.548,439.429
226.733,440.733
264.259,455.081
574,436.5
243.45,440.3
571,439
298.441,457.219
602.871,444.714
491.5,445.167
473.202,447.237
574,443
450.847,450.008
520.589,452.967
563.217,450.292
545.674,452.767
587.833,453.25
235.917,465.184
617.807,467.223
555.41,469.159
586.007,476.541
320.4,476.517
283.406,485.398
257.958,479.917
252.019,487.278
262.623,489.089
309.838,488.655
562.843,501.082
609.27,491.945
232.399,492.12
306.458,498.094
269.267,497.5
326.787,501.777
244.929,510.038
288.181,506.056
607.448,525.288
271.595,531.695
545.649,517.236
347,518.542
305.092,525.628
572.034,527.639
326.528,527.847
361.476,537.056
551.279,533.485
527.417,541.885
543.274,541.435
310.031,563.787
553.109,544.696
586.87,552.151
398.334,553.391
563.145,560.336
508.756,552.659
346.007,559.801
466.248,563.591
375.508,560.816
489.115,556.247
615.412,559.581
425.168,560.745
525.146,569.379
546,561
498.3,567
360.958,568.56
581.872,578.118
383.833,570.333
426.625,575.341
387.833,571.833
505.083,576.361
447.97,582.223
548.767,584.889
346.796,581.316
366.762,579.381
373.912,587.049
486.877,587.669
363.064,589.115
390.83,590.16
422.405,609.558
516.425,604.729
331.76,589.88
349.735,592.127
345.538,602.866
458.916,598.562
370.036,605.843
561.971,598.069
388.265,602.99
549.016,604.93
479.92,615.328
457.402,614.631
386.648,618.874
457.819,625.33
452.16,628.44
10.5,783.361
